ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_category,sales_category,sales_per_order
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,177.0,3,0.0,30.09,Profit,Low,177.0
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,3.76,2,0.0,1.316,Profit,Low,3.76
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,1212.848,7,0.2,106.1242,Profit,High,1212.848
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Accessories,89.97,3,0.0,37.7874,Profit,Low,89.97
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Furniture,Furnishings,42.6,3,0.0,16.614,Profit,Low,42.6
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,5.04,2,0.2,1.764,Profit,Low,5.04
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Envelopes,62.96,4,0.0,28.332,Profit,Low,62.96
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,5.88,1,0.0,2.8812,Profit,Low,5.88
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,977.292,6,0.1,173.7408,Profit,High,977.292
Standard Class,Corporate,United States,Vancouver,Washington,98661,West,Furniture,Furnishings,9.64,2,0.0,3.6632,Profit,Low,9.64
Second Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Art,40.05,3,0.0,11.214,Profit,Low,40.05
Standard Class,Consumer,United States,Coppell,Texas,75019,Central,Office Supplies,Art,10.192,7,0.2,3.185,Profit,Low,10.192
Standard Class,Consumer,United States,Coppell,Texas,75019,Central,Office Supplies,Storage,16.784,1,0.2,-0.2098,Loss,Low,16.784
Standard Class,Consumer,United States,Coppell,Texas,75019,Central,Office Supplies,Art,13.12,5,0.2,3.772,Profit,Low,13.12
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,18.16,5,0.2,6.583,Profit,Low,18.16
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Paper,16.056,3,0.2,5.8203,Profit,Low,16.056
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Paper,223.056,9,0.2,69.705,Profit,Low,223.056
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,540.048,3,0.2,-47.2542,Loss,High,540.048
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,33.52,2,0.2,3.352,Profit,Low,33.52
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,9.94,2,0.0,3.0814,Profit,Low,9.94
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Art,6.72,4,0.0,3.36,Profit,Low,6.72
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Tables,1004.976,6,0.2,-175.8708,Loss,High,1004.976
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,17.88,3,0.2,5.5875,Profit,Low,17.88
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Machines,396.0,4,0.0,190.08,Profit,Low,396.0
Same Day,Home Office,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,34.5,3,0.0,15.525,Profit,Low,34.5
First Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,8.36,2,0.0,3.0096,Profit,Low,8.36
Standard Class,Corporate,United States,Pomona,California,91767,West,Office Supplies,Art,385.6,8,0.0,111.824,Profit,Low,385.6
Standard Class,Corporate,United States,Pomona,California,91767,West,Office Supplies,Art,35.82,9,0.0,11.8206,Profit,Low,35.82
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,200.064,3,0.2,12.504,Profit,Low,200.064
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,21.38,5,0.8,-33.139,Loss,Low,21.38
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.744,4,0.8,-11.4648,Loss,Low,6.744
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,63.686,1,0.3,-9.098,Loss,Low,63.686
Second Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Furniture,Tables,1669.6,4,0.0,116.872,Profit,High,1669.6
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,83.84,2,0.2,27.248,Profit,Low,83.84
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,13.272,3,0.2,4.3134,Profit,Low,13.272
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,21.336,7,0.2,7.7343,Profit,Low,21.336
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,16.52,5,0.2,2.065,Profit,Low,16.52
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,206.112,6,0.2,48.9516,Profit,Low,206.112
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,19.92,5,0.2,6.723,Profit,Low,19.92
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,198.272,8,0.2,61.96,Profit,Low,198.272
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Storage,247.104,6,0.2,-58.6872,Loss,Low,247.104
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art,86.304,6,0.2,9.7092,Profit,Low,86.304
Standard Class,Consumer,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Art,4.16,2,0.2,0.364,Profit,Low,4.16
Standard Class,Consumer,United States,Allentown,Pennsylvania,18103,East,Furniture,Furnishings,11.648,2,0.2,3.3488,Profit,Low,11.648
Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Fasteners,26.18,7,0.0,0.5236,Profit,Low,26.18
Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,7.3,2,0.0,3.431,Profit,Low,7.3
Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Paper,74.352,3,0.2,23.235,Profit,Low,74.352
Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Storage,10.744,1,0.2,0.8058,Profit,Low,10.744
Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Fasteners,8.376,3,0.2,2.7222,Profit,Low,8.376
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,212.88,6,0.0,0.0,Profit,Low,212.88
Standard Class,Home Office,United States,Laguna Niguel,California,92677,West,Furniture,Bookcases,203.983,2,0.15,16.7986,Profit,Low,203.983
Standard Class,Corporate,United States,Bridgeton,New Jersey,8302,East,Office Supplies,Storage,40.74,3,0.0,0.4074,Profit,Low,40.74
Standard Class,Corporate,United States,Bridgeton,New Jersey,8302,East,Office Supplies,Appliances,11.67,3,0.0,3.0342,Profit,Low,11.67
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Technology,Phones,39.99,1,0.0,11.5971,Profit,Low,39.99
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,16.28,2,0.0,6.512,Profit,Low,16.28
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,782.94,3,0.0,203.5644,Profit,High,782.94
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Binders,242.48,7,0.0,116.3904,Profit,Low,242.48
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,8.32,5,0.2,2.288,Profit,Low,8.32
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,10.464,6,0.2,1.7004,Profit,Low,10.464
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,82.896,3,0.2,29.0136,Profit,Low,82.896
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Paper,34.24,4,0.0,16.0928,Profit,Low,34.24
Second Class,Corporate,United States,Watertown,New York,13601,East,Furniture,Bookcases,1573.488,7,0.2,196.686,Profit,High,1573.488
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,335.52,4,0.2,117.432,Profit,Low,335.52
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,23.912,2,0.8,-40.6504,Loss,Low,23.912
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,27.056,2,0.2,2.3674,Profit,Low,27.056
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,559.992,1,0.2,174.9975,Profit,High,559.992
Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,9.324,6,0.8,-24.7086,Loss,Low,9.324
Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,111.96,2,0.0,54.8604,Profit,Low,111.96
First Class,Home Office,United States,Appleton,Wisconsin,54915,Central,Office Supplies,Labels,21.56,7,0.0,10.3488,Profit,Low,21.56
Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,124.75,5,0.0,57.385,Profit,Low,124.75
Standard Class,Corporate,United States,Bellevue,Washington,98006,West,Office Supplies,Art,5.28,3,0.0,1.5312,Profit,Low,5.28
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Accessories,91.96,4,0.0,39.5428,Profit,Low,91.96
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,9.344,1,0.2,3.504,Profit,Low,9.344
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,79.36,5,0.2,9.92,Profit,Low,79.36
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,171.96,2,0.0,44.7096,Profit,Low,171.96
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,35.352,9,0.2,12.8151,Profit,Low,35.352
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Labels,18.9,6,0.0,9.072,Profit,Low,18.9
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,2.78,1,0.0,0.7228,Profit,Low,2.78
Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,1044.63,5,0.4,-295.9785,Loss,High,1044.63
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,11.352,3,0.2,4.1151,Profit,Low,11.352
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,354.9,5,0.0,17.745,Profit,Low,354.9
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,453.576,3,0.2,39.6879,Profit,Low,453.576
First Class,Consumer,United States,Allen,Texas,75002,Central,Technology,Accessories,21.48,3,0.2,-0.2685,Loss,Low,21.48
First Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Binders,8.784,4,0.8,-13.6152,Loss,Low,8.784
Same Day,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,122.97,3,0.0,60.2553,Profit,Low,122.97
Standard Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,12.84,3,0.0,3.7236,Profit,Low,12.84
First Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,603.92,5,0.2,-67.941,Loss,High,603.92
First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,21.84,3,0.0,10.4832,Profit,Low,21.84
First Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Accessories,29.99,1,0.0,6.2979,Profit,Low,29.99
First Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,381.44,2,0.2,23.84,Profit,Low,381.44
First Class,Consumer,United States,El Paso,Texas,79907,Central,Technology,Phones,40.68,3,0.2,-9.153,Loss,Low,40.68
First Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,763.28,5,0.3,-21.808,Loss,High,763.28
Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Storage,23.952,2,0.2,2.3952,Profit,Low,23.952
Standard Class,Home Office,United States,Florence,Alabama,35630,South,Office Supplies,Paper,4.98,1,0.0,2.4402,Profit,Low,4.98
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Appliances,170.88,3,0.0,49.5552,Profit,Low,170.88
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,307.98,2,0.0,89.3142,Profit,Low,307.98
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,382.806,9,0.4,-153.1224,Loss,Low,382.806
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,41.96,2,0.0,2.9372,Profit,Low,41.96
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,1217.568,2,0.2,456.588,Profit,High,1217.568
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,47.04,3,0.0,18.3456,Profit,Low,47.04
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,6.16,2,0.0,2.9568,Profit,Low,6.16
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,979.95,5,0.0,274.386,Profit,High,979.95
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,143.7,3,0.0,68.976,Profit,Low,143.7
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Fasteners,10.65,3,0.0,5.0055,Profit,Low,10.65
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,247.8,4,0.0,34.692,Profit,Low,247.8
Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Art,10.96,4,0.0,2.9592,Profit,Low,10.96
Standard Class,Corporate,United States,Grapevine,Texas,76051,Central,Office Supplies,Art,33.488,7,0.2,5.8604,Profit,Low,33.488
Standard Class,Corporate,United States,Grapevine,Texas,76051,Central,Office Supplies,Fasteners,8.04,5,0.2,2.9145,Profit,Low,8.04
Second Class,Consumer,United States,Olympia,Washington,98502,West,Technology,Phones,201.568,4,0.2,22.6764,Profit,Low,201.568
Same Day,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,13.44,3,0.0,6.5856,Profit,Low,13.44
First Class,Home Office,United States,Peoria,Illinois,61604,Central,Furniture,Bookcases,359.058,3,0.3,-35.9058,Loss,Low,359.058
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,47.992,2,0.3,-2.0568,Loss,Low,47.992
First Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,547.3,13,0.0,175.136,Profit,High,547.3
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Paper,16.896,4,0.2,5.28,Profit,Low,16.896
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Supplies,6.672,1,0.2,0.5004,Profit,Low,6.672
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Art,99.136,4,0.2,8.6744,Profit,Low,99.136
Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Furniture,Furnishings,15.992,2,0.6,-13.993,Loss,Low,15.992
Second Class,Corporate,United States,Dover,Delaware,19901,East,Furniture,Furnishings,211.96,2,0.0,42.392,Profit,Low,211.96
Standard Class,Consumer,United States,Smyrna,Tennessee,37167,South,Office Supplies,Art,6.672,3,0.2,1.668,Profit,Low,6.672
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Art,155.94,6,0.0,45.2226,Profit,Low,155.94
Second Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,39.96,5,0.2,12.987,Profit,Low,39.96
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,5.46,3,0.0,1.5288,Profit,Low,5.46
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,73.2,5,0.0,21.228,Profit,Low,73.2
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,5.84,1,0.2,1.971,Profit,Low,5.84
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,22.72,4,0.0,10.224,Profit,Low,22.72
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,9.336,3,0.2,3.2676,Profit,Low,9.336
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Furniture,Bookcases,290.666,2,0.15,27.3568,Profit,Low,290.666
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,201.584,2,0.2,20.1584,Profit,Low,201.584
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,83.984,2,0.2,31.494,Profit,Low,83.984
Standard Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Storage,1000.02,7,0.0,290.0058,Profit,High,1000.02
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,83.976,3,0.2,-13.6461,Loss,Low,83.976
Standard Class,Home Office,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,3.75,1,0.0,1.8,Profit,Low,3.75
Standard Class,Home Office,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,41.4,4,0.0,19.872,Profit,Low,41.4
Standard Class,Home Office,United States,Eagan,Minnesota,55122,Central,Office Supplies,Art,29.79,3,0.0,12.5118,Profit,Low,29.79
Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,59.48,2,0.0,8.922,Profit,Low,59.48
Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,6.69,1,0.0,3.0774,Profit,Low,6.69
Standard Class,Consumer,United States,Kent,Washington,98031,West,Furniture,Furnishings,198.46,2,0.0,99.23,Profit,Low,198.46
Standard Class,Consumer,United States,Kent,Washington,98031,West,Office Supplies,Labels,786.48,8,0.0,385.3752,Profit,High,786.48
